name,company,place,salary,post_time
软件工程师,东莞新劲电子有限公司,东莞,6-8千/月,10-30
测试工程师,北京中德福林软件科技有限公司,济南,0.8-1万/月,10-30
数据开发工程师,上海文广互动电视有限公司,上海,0.6-1万/月,10-30
运维工程师（维护组）,中铁程科技有限责任公司,北京-海淀区,0.7-1.4万/月,10-30
云平台软件测试工程师,多媒体研发,青岛-崂山区,0.8-2.4万/月,10-30
后端开发师,四川会生健康咨询有限公司,成都-武侯区,4.5-6千/月,10-30
Devops开发工程师,云南南天电子信息产业股份有限公司...,成都-高新区,0.5-1万/月,10-30
IT Support,深圳市睿服科技有限公司,深圳-南山区,0.8-1.2万/月,10-30
ETL工程师,升学教育集团（深圳总部）,深圳-龙岗区,1.5-2.5万/月,10-30
推荐算法工程师,北京全民快乐科技有限公司,北京-东城区,1.5-2.5万/月,10-30
中级Java工程师,百可录（北京）科技有限公司,上海-黄浦区,0.8-1万/月,10-30
软件测试开发工程师,南京地平线机器人技术有限公司,南京-栖霞区,1.5-2万/月,10-30
C++高级软件工程师-机器人,余姚市浙江大学机器人研究院产学研...,宁波-余姚市,10-15万/年,10-30
信息科技部安全管理岗,华福证券有限责任公司,上海,2-2.5万/月,10-30
PHP高级开发工程师,上海梅洛体育文化传播有限公司,上海-静安区,2.2-2.8万/月,10-30
城市数据建模工程师,苏州工业园区测绘地理信息有限公司,苏州,,10-30
持续集成工程师,软视软件（合肥）有限公司,合肥-高新区,1-2万/月,10-30
自动化测试工程师（Nike）,上海网新恒天软件有限公司,上海-杨浦区,1.5-2.5万/月,10-30
运维工程师,上海智简信息科技有限公司,异地招聘,0.8-1.2万/月,10-30
Web前端开发工程师,北京伍叁零科学文化传播有限公司,北京-海淀区,1-1.5万/月,10-30
风控政策经理,上海信而富企业管理有限公司,上海-长宁区,1.5-3万/月,10-30
数据专员,百度无锡营销服务中心,无锡-无锡新区,4.5-6千/月,10-30
java软件工程师,慧釜融资租赁（上海）有限公司,上海,1.5-2万/月,10-30
视频识别算法工程师,惠国征信服务股份有限公司,芜湖,0.8-1.5万/月,10-30
RJ-5-04：技术支持工程师   (MJ000117),上海寒武纪信息科技有限公司,上海-浦东新区,1.5-2.5万/月,10-30
运维总监,江苏开拓信息与系统有限公司,上海-徐汇区,1.8-3.6万/月,10-30
运维工程师,百堇信息技术（上海）有限公司,北京-海淀区,1.5-2.5万/月,10-30
数据分析师(J10112),北京大米未来科技有限公司,北京-朝阳区,1.5-2.6万/月,10-30
Linux高级运维工程,深圳达闼科技控股有限公司,成都-高新区,1.5-2万/月,10-30
测试工程师,浙江岩华文化传媒有限公司,郑州,0.6-1万/月,10-30
算法工程师（C++）,上海微创软件股份有限公司深圳分公司,深圳-南山区,1.3-2.5万/月,10-30
实施工程师,北京云思畅想科技有限公司,北京-海淀区,1.2-2.4万/月,10-30
大数据开发工程师,飞默智才（深圳）科技咨询有限公司,深圳-罗湖区,0.8-1.6万/月,10-30
UE4特效,苏州伊恩动漫有限公司,苏州,0.8-1.2万/月,10-30
高级测试工程师,北京可信华泰信息技术有限公司,北京-海淀区,1.5-2万/月,10-30
Senior Data Engineer,Cadence(上海楷登电子科技有限公司),上海,,10-30
Lua游戏后端开发,上海鲸团科技有限公司,广州-天河区,1-1.5万/月,10-30
应用软件工程师,湖南省健缘医疗科技有限公司,娄底,6-8千/月,10-30
Java区块链应用软件工程师,上海链度科技有限公司,上海-浦东新区,1-2万/月,10-30
自动化测试工程师,上海智远弘业机器人有限公司,上海-杨浦区,1.5-3万/月,10-30
数据开发工程师,北京联创智融信息技术有限公司,郑州-管城回族区,1-1.5万/月,10-30
区块链研究工程师,广州领迅信息科技有限公司,广州,1-1.5万/月,10-30
软件实施工程师,北京令才科技有限公司,北京-通州区,0.6-1.2万/月,10-30
"Head of Digital, China",金鹰企业管理（中国）有限公司,南京,3-6万/月,10-30
大数据高级开发人员,上海音达科技实业有限公司,异地招聘,1.5-2.5万/月,10-30
大数据开发工程师,智慧芽信息科技（苏州）有限公司,苏州-工业园区,2-2.5万/月,10-30
知识图谱研发工程师,南京小安信息科技有限公司,南京-玄武区,1.5-2万/月,10-30
软件测试经理,浙江迪安诊断技术股份有限公司,杭州-西湖区,2-2.5万/月,10-30
IT运维工程师,北京阿博茨科技有限公司武汉分公司,武汉,0.6-1.2万/月,10-30
Hard-Disk Electronic/Communication Engineer,希捷国际科技（无锡）有限公司,异地招聘,1-1.4万/月,10-30
后端开发工程师,西安蜂语信息科技有限公司,西安-雁塔区,1-1.5万/月,10-30
iOS开发工程师,青骓投资管理有限公司,上海-浦东新区,,10-30
数据分析师,广东洲行景福酒店管理有限公司,重庆-南岸区,4-6千/月,10-30
中高级测试开发工程师,上海非码网络科技有限公司,上海-普陀区,1.5-2.5万/月,10-30
全栈开发工程师,湖南华诺科技有限公司,上海-浦东新区,1.5-2万/月,10-30
系统集成工程师-201818,中国金融电子化公司,北京-大兴区,6-8千/月,10-30
系统运维工程师,北京量码博信数据技术有限公司,异地招聘,1-1.5万/月,10-30
测试工程师,杭州全维技术股份有限公司,杭州,0.8-1.2万/月,10-30
期权做市交易员,中信建投期货有限公司,重庆,0.6-1万/月,10-30
硬件验证工程师,中国航空无线电电子研究所,上海-徐汇区,,10-30
Data ETL Engineer,群硕软件开发（上海）有限公司,上海-浦东新区,1.5-2万/月,10-30
创客培训工程师6000k五险双休,武汉融智兴业物业管理有限公司,武汉-武昌区,4-6千/月,10-30
Data Architect Expert,默克化工技术（上海）有限公司,上海-浦东新区,,10-30
Web前端开发工程师,浙江得士卡沃物流科技有限公司,杭州-滨江区,1-2.5万/月,10-30
自动化运维工程师,光联科技集团,东莞,3.5-7千/月,10-30
高级量化研究员,上海昂岳投资管理有限公司,上海-静安区,1-3万/月,10-30
控制算法工程师,湖南千智机器人科技发展有限公司,长沙-开福区,0.8-1.5万/月,10-30
web前端高级开发工程师,北京捷通华声科技股份有限公司,北京,1.5-2.5万/月,10-30
DBA（千万UV 百万并发）,上海欢尚电子商务有限公司,上海-静安区,5-7万/月,10-30
Data Engineer 数据工程师,网驰（上海）网络科技有限公司,上海-黄浦区,1.5-2万/月,10-30
系统维护工程师,深圳市商朋企业服务有限公司,深圳-福田区,4.5-6千/月,10-30
后台开发工程师,上海易恒健康生物科技有限公司,上海-徐汇区,1.5-2万/月,10-30
Web全栈工程师,深圳市中联创新自控系统有限公司,深圳-龙岗区,1.8-3.6万/月,10-30
网络运维工程师,斯润天朗（北京）科技有限公司,北京-丰台区,0.8-1.5万/月,10-30
中高级测试工程师（西安）,北京慧点科技有限公司,西安-高新技术...,0.8-1.6万/月,10-30
高级运维工程师,上海九客网络科技有限公司,上海-闵行区,1.5-2万/月,10-30
系统运维工程师,上海大牧汗食品股份有限公司,上海-宝山区,1-1.2万/月,10-30
运维开发（base常州）,上海环籁网络科技有限公司,常州-新北区,4.5-8千/月,10-30
APP测试工程师,优创神州（北京）科技有限公司,北京-海淀区,0.8-1万/月,10-30
Android 接口测试工程师,武汉光庭信息技术股份有限公司,武汉-东湖新技...,0.7-1.2万/月,10-30
数据挖掘专员,融中集团,北京-朝阳区,0.8-1万/月,10-30
高级量化策略研究员,静瞳海外投资顾问（深圳）有限公司,深圳-福田区,20-30万/年,10-30
linux工程师,北京互帮国际技术有限公司,上海-长宁区,7-8千/月,10-30
储备工程师-2019届实习生,亿帆环球科技（济南）有限公司,济南-高新区,2-4千/月,10-30
游戏c++服务器开发,广州博征科技有限公司,广州-天河区,1.5-3万/月,10-30
人工智能工程师,朗曦国际（上海）信息技术有限公司,上海-静安区,1-1.5万/月,10-30
区块链公链开发工程师,杭州北斗区块链科技有限公司,上海-虹口区,1.5-5万/月,10-30
数据产品经理,上海百秋电子商务有限公司,上海-普陀区,1.5-2万/月,10-30
大数据研发工程师,湖北鑫恒福科技发展有限公司,武汉-江夏区,1.5-2万/月,10-30
大数据分析工程师,上海天楹环境科技有限公司,上海-浦东新区,1.5-2万/月,10-30
模型总监,卡得万利商业保理有限公司,上海-浦东新区,3-4万/月,10-30
软件工程师,上海其高电子科技有限公司,上海-杨浦区,1-1.5万/月,10-30
白盒测试工程师,北京博兴高科科技有限公司,北京-海淀区,1-1.5万/月,10-30
资深运维工程师,上海联元智能科技有限公司,上海-普陀区,1.5-3万/月,10-30
生物信息工程师,深圳市绘云生物科技有限公司,深圳-龙华新区,0.7-1万/月,10-30
运维工程师,云南青年学园科技有限公司,昆明-呈贡区,3-4.5千/月,10-30
嵌入式软件工程师--凌创瑞地,吴江经济技术开发区组织人事和劳动...,苏州,1-1.5万/月,10-30
资深运维工程师,DeNA,上海,1.5-2.5万/月,10-30
量化交易员,上海毓华投资合伙企业（有限合伙）,上海-浦东新区,1-1.5万/月,10-30
运维工程师,时光网,北京-朝阳区,1-2万/月,10-30
数据库工程师,成都德同银科创投基金,成都-高新区,1-2万/月,10-30
图像算法工程师,上海本物信息技术有限公司,上海-杨浦区,3.5-4.5万/月,10-30
NodeJS高级软件工程师,东方易城网络科技有限公司,上海-长宁区,1.2-1.8万/月,10-30
软件工程师,上海博灵机器人科技有限责任公司,上海-浦东新区,1.5-2万/月,10-30
网络运维工程师,咸宁方片互动网络有限公司,异地招聘,6-8千/月,10-30
终端信息安全岗,深圳市联畅信息技术有限公司,深圳-福田区,1-1.5万/月,10-30
软件测试工程师,深圳市优房网络有限公司,深圳,0.8-1.5万/月,10-30
Java中级开发工程师,上海司羽通信设备有限公司,北京-朝阳区,1-1.5万/月,10-30
交通数据分析工程师,西安图道信息科技有限公司,西安-雁塔区,1-1.5万/月,10-30
云平台运维工程师 运维工程师,上海来客之家网络有限公司,上海-浦东新区,0.8-1.5万/月,10-30
运维开发工程师,唯存（上海）网络科技有限公司,上海-黄浦区,1.5-2.3万/月,10-30
资深测试工程师（运满满）,上海细微信息咨询有限公司,异地招聘,1.5-3万/月,10-30
测试开发工程师,OK Group,北京,,10-30
身心诊疗产品研发经理,河南永硕实业发展有限公司,郑州,4.5-6千/月,10-30
服务器工程师,西安西品网络科技有限公司,西安,0.8-1万/月,10-30
网络安全工程师,量化云科技（香港）有限公司,深圳-南山区,0.8-1.5万/月,10-30
生物信息研发工程师,北京星云医学检验实验室有限公司,北京-大兴区,1-1.5万/月,10-30
测试工程师,上海曌扬汽车服务有限公司,上海-浦东新区,1.2-1.6万/月,10-30
高级测试工程师,北京容联易通信息技术有限公司,武汉-洪山区,0.8-1.2万/月,10-30
开发实习生,杭州时景软件技术有限公司,杭州-江干区,6-8千/月,10-30
运维工程师,上海中路（集团）有限公司,上海,1-1.5万/月,10-30
助理分析师,通视（上海）商务咨询有限公司,上海-杨浦区,0.8-1万/月,10-30
研发工程师,上海创秘信息科技有限公司,上海-杨浦区,1-1.8万/月,10-30
BI数据分析,悠融资产管理（上海）有限公司,上海-杨浦区,1.2-2.4万/月,10-30
大数据研发工程师,上海麦子资产管理有限公司,上海-浦东新区,2-3.5万/月,10-30
Zabbix开发工程师,北京拓实科技有限公司,北京-海淀区,1-1.5万/月,10-30
ORACLE数据库维护,北京科迈网通讯技术有限公司,深圳-福田区,1-1.5万/月,10-30
技术主管,同方知网（北京）技术有限公司山东...,济南,0.8-1万/月,10-30
数据产品经理,北京亿美软通科技有限公司,北京,1-2万/月,10-30
游戏运维工程师,北京承启通科技有限公司,北京-石景山区,0.8-1万/月,10-30
系统工程师,第一线集团,广州-越秀区,4-6千/月,10-30
大数据算法工程师,广州市建明信息科技有限公司,广州-天河区,1-2万/月,10-30
ETL开发工程师,合肥英泽信息科技有限公司,武汉,0.9-1.4万/月,10-30
高级应用工程师,上海通联金融服务有限公司,上海-浦东新区,1-3万/月,10-30
网络平台运营技术员（优秀者可做负责人）,湖北光谷联合资本管理有限公司,武汉-东湖新技...,0.8-1万/月,10-30
数字IC设计工程师/Digital Design Engineer,英莆莱（上海）电子科技有限公司,上海-浦东新区,1-2.8万/月,10-30
数据分析师,上海瓴高信息科技有限公司,上海-杨浦区,1-2.5万/月,10-30
运维工程师,上海五蕴信息科技有限公司,上海-杨浦区,1-2万/月,10-30
运维工程师,上海予人信息技术有限公司,上海-静安区,4.5-6千/月,10-30
应用运维工程师,北京行圆汽车信息技术有限公司,北京-海淀区,2-2.5万/月,10-30
数据挖掘工程师,深圳市快鸽互联网科技有限公司,深圳-南山区,1.5-2.5万/月,10-30
高级数据分析师,上海新增鼎数据科技有限公司,上海-浦东新区,1-2万/月,10-30
软件开发实习生,杭州跃翔电子商务有限公司,杭州-西湖区,6-8千/月,10-30
宏观研究员,上海秋晟资产管理有限公司,上海-静安区,0.8-1万/月,10-30
机器人软件工程师,上海太昂科技有限公司,上海-浦东新区,1-1.5万/月,10-30
设计创意总监（房地产建筑）,上海定卓网络科技有限公司,上海-静安区,2.5-4.1万/月,10-30
大数据开发工程师,梨视频,上海-静安区,1.5-2万/月,10-30
数据部主管,上海积成慧集信息技术有限公司,上海,0.8-1万/月,10-30
运维工程师,深圳凡博信息技术有限公司,深圳-宝安区,0.8-1.2万/月,10-30
